step,linear_x,angular_z
342,1.0000000000000007,-0.35799752893389325
343,1.0000000000000007,-0.4579975289338932
344,1.0000000000000007,-0.5579975289338932
345,1.0000000000000007,-0.6579975289338932
346,1.0000000000000007,-0.7079975289338932
347,1.0000000000000007,-0.7079975289338932
348,1.0000000000000007,-0.8079975289338932
349,1.0000000000000007,-0.9079975289338932
350,1.0000000000000007,-0.955595116898498
351,1.0000000000000007,-0.855595116898498
352,1.0000000000000007,-0.8515912225442301
353,1.0000000000000007,-0.8515912225442301
354,1.0000000000000007,-0.8515912225442301
355,1.0000000000000007,-0.9415912225442301
356,1.0000000000000007,-0.8515912225442301
357,1.0000000000000007,-0.8515912225442301
358,1.0000000000000007,-0.7615912225442302
359,1.0000000000000007,-0.7615907719388427
360,1.0000000000000007,-0.6615907719388427
361,1.0000000000000007,-0.5615907719388428
362,1.0000000000000007,-0.6615907719388427
363,1.0000000000000007,-0.7615907719388427
364,1.0000000000000007,-0.8615907719388427
365,1.0000000000000007,-0.9415907719388426
366,1.0000000000000007,-0.9415907719388426
367,1.0000000000000007,-1.0415907719388426
368,1.0000000000000007,-1.1415907719388427
369,1.0000000000000007,-1.2415907719388428
370,1.0000000000000007,-1.2616400977283402
371,1.0000000000000007,-1.2616400977283402
372,1.0000000000000007,-1.2616400977283402
373,1.0000000000000007,-1.1685207841875402
374,1.0000000000000007,-1.1685207841875402
375,1.0000000000000007,-1.1685207841875402
376,1.0000000000000007,-1.1685207841875402
377,1.0000000000000007,-1.0785207841875402
378,1.0000000000000007,-1.0785207841875402
379,1.0000000000000007,-1.0785207841875402
380,1.0000000000000007,-1.0785207841875402
381,1.0000000000000007,-0.9885207841875403
382,1.0000000000000007,-0.9885207841875403
383,1.0000000000000007,-0.9885207841875403
384,1.0000000000000007,-0.9885207841875403
385,1.0000000000000007,-0.8885207841875403
386,1.0000000000000007,-0.7885207841875403
387,1.0000000000000007,-0.7842558648306599
388,1.0000000000000007,-0.7842558648306599
389,1.0000000000000007,-0.7842558648306599
390,1.0000000000000007,-0.6842558648306599
391,1.0000000000000007,-0.5842558648306599
392,1.0000000000000007,-0.6842558648306599
393,1.0000000000000007,-0.6942558648306599
394,1.0000000000000007,-0.6942558648306599
395,1.0000000000000007,-0.6480074853642279
396,1.0000000000000007,-0.7380074853642279
397,1.0000000000000007,-0.7380074853642279
398,1.0000000000000007,-0.6380074853642279
399,1.0000000000000007,-0.558007485364228
400,1.0000000000000007,-0.6480074853642279
401,1.0000000000000007,-0.6480074853642279
402,1.0000000000000007,-0.7380074853642279
403,1.0000000000000007,-0.7380074853642279
404,0.9900000000000007,-0.6480074853642279
405,0.9800000000000006,-0.6480074853642279
406,0.9800000000000006,-0.7380074853642279
407,0.9800000000000006,-0.7380074853642279
408,0.9800000000000006,-0.7380074853642279
409,0.9800000000000006,-0.7380074853642279
410,0.9900000000000007,-0.6380074853642279
411,1.0000000000000007,-0.5380074853642279
412,0.9900000000000007,-0.6380074853642279
413,1.0000000000000007,-0.7380074853642279
414,0.9900000000000007,-0.8380074853642279
415,1.0000000000000007,-0.7392264643374055
416,1.0000000000000007,-0.7392264643374055
417,1.0000000000000007,-0.6392264643374055
418,1.0000000000000007,-0.7392264643374055
419,1.0000000000000007,-0.8292264643374054
420,1.0000000000000007,-0.9192264643374053
421,1.0000000000000007,-0.9192264643374053
422,1.0000000000000007,-1.0092264643374054
423,1.0000000000000007,-0.974880862346962
424,1.0000000000000007,-0.874880862346962
425,1.0000000000000007,-0.7748808623469621
426,1.0000000000000007,-0.6940729014221857
427,1.0000000000000007,-0.6940729014221857
428,1.0000000000000007,-0.5940729014221857
429,1.0000000000000007,-0.49407290142218574
430,1.0000000000000007,-0.39407290142218576
431,1.0000000000000007,-0.49407290142218574
432,1.0000000000000007,-0.5940729014221857
433,1.0000000000000007,-0.6940729014221857
434,1.0000000000000007,-0.7940729014221857
435,1.0000000000000007,-0.6940729014221857
436,1.0000000000000007,-0.7940729014221857
437,1.0000000000000007,-0.8940729014221857
438,1.0000000000000007,-0.8193952289933576
439,1.0000000000000007,-0.7849881364235544
440,1.0000000000000007,-0.8749881364235543
441,1.0000000000000007,-0.7749881364235544
442,1.0000000000000007,-0.8749881364235543
443,1.0000000000000007,-0.9749881364235543
444,0.9900000000000007,-0.9531017195033561
445,1.0000000000000007,-1.053101719503356
446,1.0000000000000007,-1.1531017195033562
447,0.9900000000000007,-1.2531017195033562
448,1.0000000000000007,-1.1531017195033562
449,1.0000000000000007,-1.053101719503356
450,1.0000000000000007,-1.1531017195033562
451,1.0000000000000007,-1.053101719503356
452,1.0000000000000007,-0.9531017195033561
453,1.0000000000000007,-0.8531017195033561
454,1.0000000000000007,-0.7531017195033561
455,1.0000000000000007,-0.6531017195033562
456,1.0000000000000007,-0.5531017195033562
457,1.0000000000000007,-0.4531017195033562
458,1.0000000000000007,-0.3531017195033562
459,1.0000000000000007,-0.25310171950335625
460,1.0000000000000007,-0.15310171950335624
461,1.0000000000000007,-0.05310171950335624
462,1.0000000000000007,0.0
463,1.0000000000000007,0.0
464,1.0000000000000007,0.0
465,1.0000000000000007,0.0
466,1.0000000000000007,0.0
467,1.0000000000000007,0.0
468,1.0000000000000007,0.0
469,1.0000000000000007,0.0
470,1.0000000000000007,0.0
471,1.0000000000000007,0.0
472,1.0000000000000007,0.0
473,1.0000000000000007,0.0
474,1.0000000000000007,0.0
475,1.0000000000000007,0.0
476,1.0000000000000007,0.0
477,1.0000000000000007,0.0
478,1.0000000000000007,0.0
479,1.0000000000000007,0.0
480,1.0000000000000007,0.0
481,1.0000000000000007,0.0
482,1.0000000000000007,0.0
483,1.0000000000000007,0.0
484,1.0000000000000007,0.0
485,1.0000000000000007,0.0
486,1.0000000000000007,0.0
487,1.0000000000000007,0.0
488,1.0000000000000007,0.0
489,1.0000000000000007,0.0
490,1.0000000000000007,0.0
491,1.0000000000000007,0.0
492,1.0000000000000007,0.0
493,1.0000000000000007,0.0
494,1.0000000000000007,0.0
495,1.0000000000000007,0.0
496,1.0000000000000007,0.0
497,1.0000000000000007,0.0
498,1.0000000000000007,0.0
499,1.0000000000000007,0.0
500,1.0000000000000007,0.0
501,1.0000000000000007,0.0
502,1.0000000000000007,0.0
503,1.0000000000000007,0.0
504,1.0000000000000007,0.0
505,1.0000000000000007,0.0
506,1.0000000000000007,0.0
507,1.0000000000000007,0.0
508,1.0000000000000007,0.0
509,1.0000000000000007,0.0
510,1.0000000000000007,0.0
511,1.0000000000000007,0.0
512,1.0000000000000007,0.0
513,1.0000000000000007,0.0
514,1.0000000000000007,0.0
515,1.0000000000000007,0.0
516,1.0000000000000007,0.0
517,1.0000000000000007,0.0
518,1.0000000000000007,0.0
519,1.0000000000000007,0.0
520,1.0000000000000007,0.0
521,1.0000000000000007,0.0
522,1.0000000000000007,-0.1
523,1.0000000000000007,0.0
524,1.0000000000000007,0.0
525,1.0000000000000007,0.0
526,1.0000000000000007,0.0
527,1.0000000000000007,0.0
528,1.0000000000000007,0.0
529,1.0000000000000007,0.0
530,1.0000000000000007,0.0
531,1.0000000000000007,0.0
532,1.0000000000000007,0.0
533,1.0000000000000007,-0.1
534,1.0000000000000007,-0.2
535,1.0000000000000007,-0.1
536,1.0000000000000007,0.0
537,1.0000000000000007,0.0
538,1.0000000000000007,-0.1
539,1.0000000000000007,-0.2
540,1.0000000000000007,-0.1
541,1.0000000000000007,-0.2
542,1.0000000000000007,-0.30000000000000004
543,1.0000000000000007,-0.4
544,0.9900000000000007,-0.4131017195033562
545,1.0000000000000007,-0.3231017195033562
546,1.0000000000000007,-0.2231017195033562
547,0.9900000000000007,-0.12310171950335619
548,1.0000000000000007,-0.023101719503356183
549,1.0000000000000007,0.0
550,0.9900000000000007,0.1
551,1.0000000000000007,0.2
552,0.9900000000000007,0.30000000000000004
553,1.0000000000000007,0.3068982804966438
554,1.0000000000000007,0.2068982804966438
555,1.0000000000000007,0.1068982804966438
556,1.0000000000000007,0.006898280496643788
557,1.0000000000000007,0.1068982804966438
558,1.0000000000000007,0.2068982804966438
559,1.0000000000000007,0.3068982804966438
560,1.0000000000000007,0.4068982804966438
561,1.0000000000000007,0.5068982804966438
562,1.0000000000000007,0.6068982804966437
563,1.0000000000000007,0.7068982804966437
564,1.0000000000000007,0.8068982804966437
565,1.0000000000000007,0.9068982804966437
566,1.0000000000000007,1.0068982804966438
567,1.0000000000000007,1.0596210336633867
568,1.0000000000000007,1.1596210336633868
569,1.0000000000000007,1.2596210336633868
570,1.0000000000000007,1.359621033663387
571,1.0000000000000007,1.459621033663387
572,1.0000000000000007,1.5596210336633871
573,1.0000000000000007,1.5996210336633865
574,1.0000000000000007,1.4996210336633864
575,1.0000000000000007,1.3996210336633863
576,1.0000000000000007,1.2996210336633862
577,1.0000000000000007,1.1996210336633861
578,0.9900000000000007,1.099621033663386
579,1.0000000000000007,0.9996210336633861
580,1.0000000000000007,0.8996210336633861
581,0.9900000000000007,0.7996210336633861
582,1.0000000000000007,0.6996210336633861
583,1.0000000000000007,0.5996210336633861
584,1.0000000000000007,0.49962103366338617
585,0.9900000000000007,0.3996210336633862
586,1.0000000000000007,0.2996210336633862
587,1.0000000000000007,0.1996210336633862
588,0.9900000000000007,0.0996210336633862
589,1.0000000000000007,0.0
590,1.0000000000000007,0.06962103366338696
591,0.9900000000000007,0.02872310884148045
592,0.9900000000000007,0.11872310884148043
593,0.9800000000000006,0.02872310884148045
594,0.9900000000000007,0.12872310884148044
595,0.9900000000000007,0.22872310884148045
596,0.9800000000000006,0.3287231088414805
597,0.9800000000000006,0.3359403393929073
598,0.9700000000000006,0.27018855448923296
599,0.9800000000000006,0.180188554489233
600,0.9900000000000007,0.08018855448923298
601,1.0000000000000007,0.0
602,1.0000000000000007,0.0
603,1.0000000000000007,0.0
604,1.0000000000000007,0.0
605,1.0000000000000007,0.0
606,1.0000000000000007,-0.1
607,1.0000000000000007,0.0
608,1.0000000000000007,0.0
609,1.0000000000000007,0.0
610,1.0000000000000007,0.0
611,1.0000000000000007,0.0
612,1.0000000000000007,0.0
613,1.0000000000000007,0.0
614,1.0000000000000007,0.0
615,1.0000000000000007,0.0
616,1.0000000000000007,0.0
617,1.0000000000000007,-0.1
618,1.0000000000000007,0.0
619,1.0000000000000007,0.0
620,1.0000000000000007,-0.1
621,1.0000000000000007,0.0
622,1.0000000000000007,0.0
623,1.0000000000000007,0.0
624,1.0000000000000007,-0.1
625,1.0000000000000007,0.0
626,1.0000000000000007,0.0
627,1.0000000000000007,0.0
628,1.0000000000000007,0.0
629,1.0000000000000007,0.1
630,1.0000000000000007,0.0
631,1.0000000000000007,0.0
632,1.0000000000000007,0.0
633,1.0000000000000007,0.0
634,1.0000000000000007,0.1
635,1.0000000000000007,0.2
636,1.0000000000000007,0.1
637,1.0000000000000007,0.0
638,1.0000000000000007,0.0
639,1.0000000000000007,0.0
640,1.0000000000000007,0.1
641,1.0000000000000007,0.2
642,1.0000000000000007,0.30000000000000004
643,1.0000000000000007,0.4
644,1.0000000000000007,0.5
645,1.0000000000000007,0.6
646,1.0000000000000007,0.66268134560611
647,1.0000000000000007,0.56268134560611
648,1.0000000000000007,0.4626813456061101
649,1.0000000000000007,0.3626813456061101
650,1.0000000000000007,0.2626813456061101
651,0.9900000000000007,0.1626813456061101
652,0.9800000000000006,0.12268134560610996
653,0.9700000000000006,0.03268134560610997
654,0.9600000000000006,0.03268134560610997
655,0.9700000000000006,-0.06731865439389004
656,0.9700000000000006,-0.0791183246160496
657,0.9700000000000006,0.0208816753839504
658,0.9700000000000006,0.10088167538395039
659,0.9700000000000006,0.2008816753839504
660,0.9700000000000006,0.3008816753839504
661,0.9700000000000006,0.40088167538395036
662,0.9700000000000006,0.3008816753839504
663,0.9700000000000006,0.20088167538395038
664,0.9700000000000006,0.1908816753839504
665,0.9700000000000006,0.1908816753839504
666,0.9700000000000006,0.1008816753839504
667,0.9700000000000006,0.1008816753839504
668,0.9700000000000006,0.0008816753839503977
669,0.9700000000000006,-0.01025888229080687
670,0.9700000000000006,-0.01025888229080687
671,0.9700000000000006,-0.11025888229080688
672,0.9700000000000006,-0.20850406812694433
673,0.9700000000000006,-0.20850406812694433
674,0.9700000000000006,-0.10850406812694433
675,0.9700000000000006,-0.028504068126944337
676,0.9700000000000006,-0.028504068126944337
677,0.9700000000000006,-0.028504068126944337
678,0.9700000000000006,-0.028504068126944337
679,0.9700000000000006,-0.028504068126944337
680,0.9700000000000006,-0.028504068126944337
681,0.9700000000000006,-0.028504068126944337
682,0.9800000000000006,0.0
683,0.9700000000000006,-0.07078454853673856
684,0.9600000000000006,-0.16078454853673857
685,0.9500000000000006,-0.16078454853673857
686,0.9400000000000006,-0.16078454853673857
687,0.9300000000000006,-0.07224979458527996
688,0.9200000000000006,-0.07224979458527996
689,0.9100000000000006,-0.07224979458527996
690,0.9000000000000006,-0.07224979458527996
691,0.8900000000000006,-0.052215009419166174
692,0.8800000000000006,-0.052215009419166174
693,0.8700000000000006,-0.043582931615758304
694,0.8600000000000005,-0.043582931615758304
695,0.8500000000000005,-0.03969811992720365
696,0.8400000000000005,-0.03969811992720365
697,0.8300000000000005,-0.03969811992720365
698,0.8200000000000005,-0.03969811992720365
699,0.8100000000000005,-0.03028707237477103
700,0.8000000000000005,-0.03028707237477103
701,0.7900000000000005,-0.03431056634718708
702,0.7800000000000005,-0.03431056634718708
703,0.7700000000000005,-0.03431056634718708
704,0.7600000000000005,-0.02375921609973684
705,0.7500000000000004,-0.02375921609973684
706,0.7400000000000004,-0.02375921609973684
707,0.7300000000000004,-0.021289375136645486
708,0.7200000000000004,-0.021289375136645486
709,0.7100000000000004,-0.021289375136645486
710,0.7000000000000004,-0.026571754288521123
711,0.6900000000000004,-0.11148285558707863
712,0.6800000000000004,-0.11148285558707863
713,0.6700000000000004,-0.11148285558707863
714,0.6600000000000004,-0.11148285558707863
715,0.6500000000000004,-0.02148285558707863
716,0.6400000000000003,-0.02148285558707863
717,0.6300000000000003,-0.09158324106193318
718,0.6200000000000003,-0.1395581733409399
719,0.6100000000000003,-0.1395581733409399
720,0.6000000000000003,-0.1395581733409399
721,0.5900000000000003,-0.1395581733409399
722,0.5800000000000003,-0.049558173340939905
723,0.5700000000000003,-0.049558173340939905
724,0.5600000000000003,-0.06277037283896128
725,0.5500000000000003,-0.06277037283896128
726,0.5500000000000003,0.037229627161038725
727,0.5500000000000003,0.0751041079746244
728,0.5400000000000003,-0.01489589202537559
729,0.5300000000000002,-0.01489589202537559
730,0.5200000000000002,-0.01489589202537559
731,0.5100000000000002,-0.08559070056923
732,0.5000000000000002,-0.08559070056923
733,0.4900000000000002,-0.08559070056923
734,0.4800000000000002,-0.08559070056923
735,0.4700000000000002,-0.08559070056923
736,0.4600000000000002,-0.05706951000585177
737,0.4500000000000002,-0.05706951000585177
738,0.44000000000000017,-0.055330476346712475
739,0.43000000000000016,-0.055330476346712475
740,0.42000000000000015,-0.09224860609917726
741,0.41000000000000014,-0.09224860609917726
742,0.40000000000000013,-0.09224860609917726
743,0.3900000000000001,-0.09224860609917726
744,0.3800000000000001,-0.09178991511768637
745,0.3700000000000001,-0.09178991511768637
746,0.3600000000000001,-0.09178991511768637
747,0.3500000000000001,-0.0509267203694909
748,0.3400000000000001,-0.13440728157655163
749,0.33000000000000007,-0.13440728157655163
750,0.32000000000000006,-0.13440728157655163
751,0.31000000000000005,-0.13440728157655163
752,0.30000000000000004,-0.06874635888778333
753,0.29000000000000004,-0.06874635888778333
754,0.28,-0.06874635888778333
755,0.27,-0.06874635888778333
756,0.26,-0.06230693667135302
757,0.25,-0.06230693667135302
758,0.24,-0.06230693667135302
759,0.22999999999999998,-0.05042175494451808
760,0.21999999999999997,-0.05042175494451808
761,0.20999999999999996,-0.04484682375679382
762,0.19999999999999996,-0.04484682375679382
763,0.18999999999999995,-0.04484682375679382
764,0.17999999999999994,-0.04484682375679382
765,0.16999999999999993,-0.0437903592509264
766,0.15999999999999992,-0.0437903592509264
767,0.1499999999999999,-0.033105029111228285
768,0.1399999999999999,-0.033105029111228285
769,0.1299999999999999,-0.03697248105428281
770,0.1199999999999999,-0.03697248105428281
771,0.1099999999999999,-0.03697248105428281
772,0.09999999999999991,-0.06601742843680389
773,0.08999999999999991,-0.06601742843680389
774,0.07999999999999992,-0.0996665579189721
775,0.06999999999999992,-0.0996665579189721
776,0.05999999999999992,-0.0996665579189721
777,0.04999999999999992,-0.04559142049640067
778,0.03999999999999992,-0.04559142049640067
779,0.029999999999999916,-0.04559142049640067
780,0.019999999999999914,-0.03621510870631605
781,0.009999999999999913,-0.03621510870631605
782,-8.673617379884035e-17,-0.03621510870631605
783,-0.010000000000000087,-0.03621510870631605
784,-0.020000000000000087,-0.043269994507155116
785,-0.03000000000000009,-0.07645052696873691
786,-0.04000000000000009,-0.07645052696873691
787,-0.05000000000000009,-0.07645052696873691
788,-0.060000000000000095,-0.08013161094297384
789,-0.07000000000000009,-0.08013161094297384
790,-0.08000000000000008,-0.08013161094297384
791,-0.09000000000000008,-0.08029402455886703
792,-0.10000000000000007,-0.08029402455886703
793,-0.11000000000000007,-0.06936919701729037
794,-0.12000000000000006,-0.06936919701729037
795,-0.13000000000000006,-0.0692426587839481
796,-0.14000000000000007,-0.0692426587839481
797,-0.15000000000000008,-0.0692426587839481
798,-0.1600000000000001,-0.07370688265102564
799,-0.1700000000000001,-0.07370688265102564
800,-0.1800000000000001,-0.07370688265102564
801,-0.1900000000000001,-0.07370688265102564
802,-0.20000000000000012,-0.05019967458977318
803,-0.21000000000000013,-0.05019967458977318
804,-0.22000000000000014,-0.02959871589754478
805,-0.23000000000000015,-0.02959871589754478
806,-0.24000000000000016,-0.02959871589754478
807,-0.25000000000000017,-0.027797627811490193
808,-0.2600000000000002,-0.027797627811490193
809,-0.2700000000000002,-0.027797627811490193
810,-0.2800000000000002,-0.029861140008634518
811,-0.2900000000000002,-0.029861140008634518
812,-0.3000000000000002,-0.031197632552715425
813,-0.3100000000000002,-0.031197632552715425
814,-0.32000000000000023,-0.037125017017727524
815,-0.33000000000000024,-0.037125017017727524
816,-0.34000000000000025,-0.037125017017727524
817,-0.35000000000000026,-0.058090784678168125
818,-0.36000000000000026,-0.058090784678168125
819,-0.3700000000000003,-0.058090784678168125
820,-0.3800000000000003,-0.07388455411983476
821,-0.3900000000000003,-0.07388455411983476
822,-0.4000000000000003,-0.07388455411983476
823,-0.4100000000000003,-0.0756939518334541
824,-0.4200000000000003,-0.0756939518334541
825,-0.4300000000000003,-0.0756939518334541
826,-0.44000000000000034,-0.08158819677255895
827,-0.45000000000000034,-0.08158819677255895
828,-0.46000000000000035,-0.08158819677255895
829,-0.47000000000000036,-0.07473173338359843
830,-0.48000000000000037,-0.07473173338359843
831,-0.4900000000000004,-0.0733268795655079
832,-0.5000000000000003,-0.0733268795655079
833,-0.5100000000000003,-0.0733268795655079
834,-0.5200000000000004,-0.06240781942937405
835,-0.5300000000000004,-0.06240781942937405
836,-0.5400000000000004,-0.06794585026171139
837,-0.5500000000000004,-0.06794585026171139
838,-0.5600000000000004,-0.06794585026171139
839,-0.5700000000000004,-0.06794585026171139
840,-0.5800000000000004,-0.046901359634791764
841,-0.5900000000000004,-0.046901359634791764
842,-0.6000000000000004,-0.048872454266392244
